Li-I-c-.15-v-1.20				
	5	0	-6.0479	0.7953
	6	0	-6.3079	0.5353
Li-I-c-.40-v-1.24				
	0	0	-14.3582	0
	1	0	-14.2485	0.1097
	2	0	-13.9509	0.4073
	3	0	-13.613	0.7452
	4	0	-13.4938	0.8644
	5	0	-13.7077	0.6505
	6	0	-13.9407	0.4175
Li-I-c-.40-v-1.26				
	0	0	-21.0805	0
	1	0	-20.9917	0.0888
	2	0	-20.7474	0.3331
	3	0	-20.4661	0.6144
	4	0	-20.3698	0.7107
	5	0	-20.5622	0.5183
	6	0	-20.7705	0.31
Li-I-c-.40-v-1.28				
	0	0	-27.166	0
	1	0	-27.0961	0.0699
	2	0	-26.9006	0.2654
	3	0	-26.6709	0.4951
	4	0	-26.5955	0.5705
	5	0	-26.7684	0.3976
	6	0	-26.954	0.212
Li-I-c-.40-v-1.30				
	0	0	-32.6795	0
	1	0	-32.6273	0.0522
	2	0	-32.476	0.2035
	3	0	-32.2935	0.386
	4	0	-32.2373	0.4422
	5	0	-32.3922	0.2873
	6	0	-32.5569	0.1226
Li-I-c-.40-v-1.32				
	0	0	-37.6192	0
	1	0	-37.583	0.0362
	2	0	-37.4722	0.147
	3	0	-37.3326	0.2866
	4	0	-37.2939	0.3253
	5	0	-37.4325	0.1867
	6	0	-37.5779	0.0413
Li-I-c-.40-v-1.34				
	0	0	-42.1008	0
	1	0	-42.0785	0.0223
	2	0	-42.0053	0.0955
	3	0	-41.9049	0.1959
	4	0	-41.8823	0.2185
	5	0	-42.0058	0.095
	6	0	-42.1336	-0.0328
Li-I-c-.40-v-1.36				
	0	0	-46.2363	0
	1	0	-46.228	0.0083
	2	0	-46.188	0.0483
	3	0	-46.1233	0.113
	4	0	-46.1153	0.121
	5	0	-46.225	0.0113
	6	0	-46.3364	-0.1001
Li-I-c-.40-v-1.38				
	0	0	-50.0181	0
	1	0	-50.022	-0.0039
	2	0	-50.0118	0.0063
	3	0	-49.9807	0.0374
	4	0	-49.9861	0.032
	5	0	-50.0832	-0.0651
	6	0	-50.1795	-0.1614
Li-I-c-.40-v-1.40				
	0	0	-53.4942	0
	1	0	-53.5093	-0.0151
	2	0	-53.5283	-0.0341
	3	0	-53.5251	-0.0309
	4	0	-53.5417	-0.0475
	5	0	-53.6288	-0.1346
	6	0	-53.7114	-0.2172
Li-I-c-.40-v-1.42				
	0	0	-56.6947	0
	1	0	-56.72	-0.0253
	2	0	-56.7646	-0.0699
	3	0	-56.7102	-0.0155
	4	0	-56.8179	-0.1232
	5	0	-56.8926	-0.1979
	6	0	-56.9624	-0.2677
Li-I-c-.40-v-1.44				
	0	0	-59.6803	0
	1	0	-59.7143	-0.034
	2	0	-59.7815	-0.1012
	3	0	-59.8321	-0.1518
	4	0	-59.8708	-0.1905
	5	0	-59.9349	-0.2546
	6	0	-59.9937	-0.3134
Li-I-c-.40-v-1.46				
	0	0	-62.4485	0
	1	0	-62.4914	-0.0429
	2	0	-62.5807	-0.1322
	3	0	-62.5273	-0.0788
	4	0	-62.7003	-0.2518
	5	0	-62.7561	-0.3076
	6	0	-62.8033	-0.3548
Li-I-c-.40-v-1.48				
	0	0	-65.0293	0
	1	0	-65.0795	-0.0502
	2	0	-65.1885	-0.1592
	3	0	-65.2808	-0.2515
	4	0	-65.3368	-0.3075
	5	0	-65.3843	-0.355
	6	0	-65.4215	-0.3922
Li-I-c-.45-v-1.20				
	0	0	8.6897	0
	1	0	8.8458	0.1561
	2	0	9.2624	0.5727
	3	0	9.7263	1.0366
	4	0	9.8939	1.2042
	5	0	9.628	0.9383
	6	0	9.3382	0.6485
Li-I-c-.45-v-1.22				
	0	0	-1.0508	0
	1	0	-0.9197	0.1311
	2	0	-0.567	0.4838
	3	0	-0.171	0.8798
	4	0	-0.0304	1.0204
	5	0	-0.2705	0.7803
	6	0	-0.5311	0.5197
Li-I-c-.45-v-1.24				
	0	0	-9.7316	0
	1	0	-9.6233	0.1083
	2	0	-9.3289	0.4027
	3	0	-8.9949	0.7367
	4	0	-8.8791	0.8525
	5	0	-9.0957	0.6359
	6	0	-9.3295	0.4021
Li-I-c-.45-v-1.26				
	0	0	-17.5387	0
	1	0	-17.4512	0.0875
	2	0	-17.2101	0.3286
	3	0	-16.9326	0.6061
	4	0	-16.8398	0.6989
	5	0	-17.0348	0.5039
	6	0	-17.2438	0.2949
Li-I-c-.45-v-1.28				
	0	0	-24.6343	0
	1	0	-24.5659	0.0684
	2	0	-24.3733	0.261
	3	0	-24.1476	0.4867
	4	0	-24.0757	0.5586
	5	0	-24.2511	0.3832
	6	0	-24.4374	0.1969
Li-I-c-.45-v-1.30				
	0	0	-31.0888	0
	1	0	-31.0379	0.0509
	2	0	-30.8897	0.1991
	3	0	-30.7111	0.3777
	4	0	-30.6584	0.4304
	5	0	-30.8158	0.273
	6	0	-30.9811	0.1077
Li-I-c-.45-v-1.32				
	0	0	-36.9048	0
	1	0	-36.8698	0.035
	2	0	-36.7621	0.1427
	3	0	-36.6266	0.2782
	4	0	-36.5915	0.3133
	5	0	-36.7323	0.1725
	6	0	-36.8784	0.0264
Li-I-c-.45-v-1.34				
	0	0	-42.203	0
	1	0	-42.1826	0.0204
	2	0	-42.112	0.091
	3	0	-42.0157	0.1873
	4	0	-41.9967	0.2063
	5	0	-42.1224	0.0806
	6	0	-42.2506	-0.0476
Li-I-c-.45-v-1.36				
	0	0	-47.1003	0
	1	0	-47.0932	0.0071
	2	0	-47.0555	0.0448
	3	0	-46.996	0.1043
	4	0	-46.9917	0.1086
	5	0	-47.1035	-0.0032
	6	0	-47.2153	-0.115
Li-I-c-.45-v-1.38				
	0	0	-51.5927	0
	1	0	-51.5978	-0.0051
	2	0	-51.5919	0.0008
	3	0	-51.5642	0.0285
	4	0	-51.5732	0.0195
	5	0	-51.6722	-0.0795
	6	0	-51.769	-0.1763
Li-I-c-.45-v-1.40				
	0	0	-55.7322	0
	1	0	-55.7485	-0.0163
	2	0	-55.7708	-0.0386
	3	0	-55.7728	-0.0406
	4	0	-55.7939	-0.0617
	5	0	-55.8796	-0.1474
	6	0	-55.9643	-0.2321
Li-I-c-.45-v-1.42				
	0	0	-59.5523	0
	1	0	-59.5787	-0.0264
	2	0	-59.6267	-0.0744
	3	0	-59.6389	-0.0866
	4	0	-59.6881	-0.1358
	5	0	-59.7647	-0.2124
	6	0	-59.8348	-0.2825
Li-I-c-.45-v-1.44				
	0	0	-63.117	0
	1	0	-63.1527	-0.0357
	2	0	-63.2241	-0.1071
	3	0	-63.278	-0.161
	4	0	-63.3202	-0.2032
	5	0	-63.3869	-0.2699
	6	0	-63.4454	-0.3284
Li-I-c-.45-v-1.46				
	0	0	-66.427	0
	1	0	-66.471	-0.044
	2	0	-66.5638	-0.1368
	3	0	-66.64	-0.213
	4	0	-66.6915	-0.2645
	5	0	-66.7491	-0.3221
	6	0	-66.7967	-0.3697
Li-I-c-.45-v-1.48				
	0	0	-69.5149	0
	1	0	-69.5667	-0.0518
	2	0	-69.6779	-0.163
	3	0	-69.7755	-0.2606
	4	0	-69.8352	-0.3203
	5	0	-69.8835	-0.3686
	6	0	-69.922	-0.4071
Li-I-c-.50-v-1.20				
	0	0	15.8154	0
	1	0	15.9703	0.1549
	2	0	16.384	0.5686
	3	0	16.844	1.0286
	4	0	17.0077	1.1923
	5	0	16.7387	0.9233
	6	0	16.4484	0.633
Li-I-c-.50-v-1.22				
	0	0	4.8214	0
	1	0	4.9517	0.1303
	2	0	5.3013	0.4799
	3	0	5.6935	0.8721
	4	0	5.8302	1.0088
	5	0	5.5871	0.7657
	6	0	5.326	0.5046
Li-I-c-.50-v-1.24				
	0	0	-5.0246	0
	1	0	-4.9174	0.1072
	2	0	-4.6257	0.3989
	3	0	-4.1919	0.8327
	4	0	-4.1836	0.841
	5	0	-4.403	0.6216
	6	0	-4.6372	0.3874
Li-I-c-.50-v-1.26				
	0	0	-13.9159	0
	1	0	-13.8292	0.0867
	2	0	-13.591	0.3249
	3	0	-13.3174	0.5985
	4	0	-13.2282	0.6877
	5	0	-13.4258	0.4901
	6	0	-13.6354	0.2805
Li-I-c-.50-v-1.28				
	0	0	-22.0208	0
	1	0	-21.953	0.0678
	2	0	-21.7637	0.2571
	3	0	-21.5417	0.4791
	4	0	-21.4735	0.5473
	5	0	-21.6513	0.3695
	6	0	-21.838	0.1828
Li-I-c-.50-v-1.30				
	0	0	-29.4152	0
	1	0	-29.3652	0.05
	2	0	-29.2199	0.1953
